ip,port,anonymous,info,speed
51.254.106.67,80,3,法国-法国,6.529907941818237
144.76.71.196,3128,3,德国-德国,6.553125858306885
112.78.178.3,8080,3,印度尼西亚-印度尼西亚,6.576249122619629
52.169.237.135,80,3,美国-美国,6.646209955215454
128.199.208.144,80,3,新加坡-新加坡,6.715286016464233
177.130.59.66,3128,3,巴西-巴西,6.7394859790802
202.105.179.164,3128,3,中国-广东-珠海,6.811611175537109
151.248.120.79,8118,3,俄罗斯-俄罗斯,6.867414951324463
59.124.90.150,80,3,中国-台湾,6.895560026168823
202.105.195.234,3128,3,中国-广东-东莞,6.919449090957642
125.114.92.250,3128,3,中国-浙江-宁波,6.929828882217407
42.57.144.89,81,3,中国-辽宁-锦州,7.054693937301636
62.165.42.170,8080,3,俄罗斯-俄罗斯,7.105603933334351
177.158.146.91,8080,3,巴西-巴西,7.11616587638855
123.146.128.15,3128,3,中国-重庆-重庆,7.152956008911133
171.214.176.133,81,3,中国-四川-成都,7.155853986740112
122.5.225.178,8888,3,中国-山东-菏泽,7.179966926574707
109.104.165.213,8080,3,乌克兰-乌克兰,7.181521892547607
112.254.23.45,81,3,中国-山东-青岛,7.182070970535278
124.206.167.250,3128,3,中国-北京-北京,7.212999105453491
117.93.102.43,81,3,中国-江苏-盐城,7.247191905975342
220.248.229.45,3128,3,中国-安徽-合肥,7.280327796936035
60.217.62.225,81,3,中国-山东-滨州,7.282213926315308
60.212.10.188,81,3,中国-山东-烟台,7.288944959640503
110.73.44.155,8123,3,中国-广西-防城港,7.331061840057373
39.65.55.61,81,3,中国-山东-青岛,7.371891021728516
210.13.75.34,80,3,中国-上海-上海,7.402455806732178
118.144.151.145,3128,3,中国-北京-北京,7.423233985900879
142.4.118.201,80,3,美国-美国,7.425638914108276
54.187.130.136,3128,3,美国-美国,7.430263996124268
39.65.58.107,81,3,中国-山东-青岛,7.438611030578613
90.152.38.178,1080,3,英国-英国,7.456663131713867
151.248.115.172,8118,3,俄罗斯-俄罗斯,7.5343639850616455
153.99.4.14,81,3,中国-江苏-淮安,7.537569046020508
61.134.34.148,3128,3,中国-陕西-宝鸡,7.56701397895813
116.76.114.217,81,3,中国-广东-深圳,7.601818799972534
182.119.90.14,81,3,中国-河南-郑州,7.615128040313721
118.202.26.61,8998,3,中国-辽宁-沈阳-东北大学,7.762398958206177
91.247.250.209,8080,3,俄罗斯-俄罗斯,7.860901117324829
42.96.129.44,8088,3,中国-山东-青岛,7.8623740673065186
60.191.170.148,3128,3,中国-浙江-台州,7.912599086761475
123.108.14.94,80,3,印度尼西亚-印度尼西亚,7.9571778774261475
61.162.223.41,9797,3,中国-山东-日照,8.04541301727295
5.53.16.183,8080,3,俄罗斯-俄罗斯,8.088261127471924
203.172.222.94,8080,3,泰国-泰国,8.127786874771118
211.143.45.216,3128,3,中国-湖南-张家界,8.161543130874634
158.69.210.29,80,3,加拿大-加拿大,8.164204835891724
94.177.164.72,80,3,罗马尼亚-罗马尼亚,8.194874048233032
194.58.102.145,8118,3,俄罗斯-俄罗斯,8.197725057601929
94.23.157.1,8080,3,法国-法国,8.421703815460205
212.227.72.160,80,3,德国-德国,8.448862075805664
139.196.140.9,80,3,中国-上海-上海,8.513078927993774
213.24.57.249,8080,3,俄罗斯-俄罗斯,8.55910587310791
81.1.181.205,80,3,俄罗斯-俄罗斯,8.594523906707764
188.165.209.140,3128,3,法国-法国,8.615592002868652
45.64.11.201,8080,3,印度-印度,8.693506956100464
103.253.145.86,8080,3,新加坡-新加坡,8.70346212387085
124.206.186.161,3128,3,中国-北京-北京,8.750379085540771
89.249.253.10,80,3,俄罗斯-俄罗斯,8.78444218635559
200.46.86.66,3128,3,巴拿马-巴拿马,8.905112981796265
177.67.153.10,3128,3,巴西-巴西,8.962553024291992
179.243.48.45,8080,3,巴西-巴西,8.983479022979736
103.18.4.13,9000,3,越南-越南,9.027972936630249
77.251.233.243,80,3,荷兰-荷兰,9.030788898468018
120.76.79.21,80,3,中国-广东-深圳,9.078685998916626
60.191.160.20,3128,3,中国-浙江-台州,9.14431095123291
185.91.171.102,8080,3,捷克-捷克,9.209310054779053
58.243.0.162,9999,3,中国-安徽-安庆,9.278964042663574
41.33.180.107,8080,3,埃及-埃及,9.281288146972656
219.131.109.100,3128,3,中国-广东-肇庆,9.36647915840149
124.193.9.6,3128,3,中国-北京-北京,9.378384828567505
94.177.225.141,1907,3,罗马尼亚-罗马尼亚,9.378520011901855
123.7.88.2,3128,3,中国-河南-信阳,9.391893863677979
123.125.115.74,80,3,中国-北京-北京,9.456155776977539
77.50.220.92,8080,3,俄罗斯-俄罗斯,9.487106084823608
123.7.88.171,3128,3,中国-河南-信阳,9.692628860473633
51.254.106.64,80,3,法国-法国,9.744671106338501
219.145.218.18,3128,3,中国-陕西-汉中,9.859443187713623
221.211.110.34,3128,3,中国-黑龙江-伊春,10.047745943069458
45.55.212.127,80,3,美国-美国,10.068832874298096
186.249.2.138,80,3,巴西-巴西,10.093274116516113
52.66.144.230,3128,3,美国-美国,10.16932201385498
52.43.248.144,3128,3,美国-美国,10.216356992721558
122.96.59.104,83,3,中国-江苏-南京,10.259546041488647
122.96.59.106,843,3,中国-江苏-南京,10.317575931549072
139.59.249.168,8080,3,澳大利亚-澳大利亚,10.350549936294556
101.200.169.110,80,3,中国-北京-北京,10.351639032363892
118.144.104.254,3128,3,中国-北京-北京,10.35353684425354
187.52.12.207,8080,3,巴西-巴西,10.39142394065857
185.114.234.21,80,3,意大利-意大利,10.473317861557007
122.52.133.5,8080,3,菲律宾-菲律宾,10.521231889724731
122.96.59.106,80,3,中国-江苏-南京,10.596704959869385
124.193.33.233,3128,3,中国-北京-北京,10.64177393913269
52.18.241.149,3128,3,爱尔兰-爱尔兰,10.707544088363647
118.144.213.85,3128,3,中国-北京-北京,10.817017078399658
45.40.143.57,80,3,美国-美国,10.834013938903809
191.37.157.18,8080,3,巴西-巴西,10.924021005630493
175.150.172.23,8888,3,中国-辽宁-盘锦,10.927111864089966
45.121.216.219,3128,3,印度尼西亚-印度尼西亚,11.030518054962158
104.196.6.202,80,3,美国-美国,11.186759948730469
45.63.76.243,3128,3,美国-美国,11.199930906295776
203.130.228.60,8080,3,印度尼西亚-印度尼西亚,11.257451057434082
52.68.232.252,3128,3,日本-日本,11.277753829956055
95.48.188.106,8080,3,波兰-波兰,11.579925060272217
49.204.137.118,8080,3,印度-印度,11.812443017959595
184.69.67.122,80,3,加拿大-加拿大,11.855988025665283
119.1.170.3,80,3,中国-贵州-安顺,11.895557880401611
134.35.187.208,8080,3,美国-美国,11.946836948394775
210.22.134.30,80,3,中国-上海-上海,12.144801139831543
120.76.243.40,80,3,中国-广东-深圳,12.2277991771698
117.239.196.28,8080,3,印度-印度,12.310567140579224
211.103.148.66,3128,3,中国-北京-北京,12.505959033966064
120.24.73.165,3128,3,中国-广东-深圳,12.874020099639893
93.50.185.121,3128,3,意大利-意大利,12.878552913665771
137.135.166.225,8132,3,爱尔兰-爱尔兰,12.977774858474731
112.95.152.222,8080,3,中国-广东-深圳,13.609462976455688
113.185.19.192,80,3,越南-越南,13.675772905349731
46.253.135.237,8080,3,伊拉克-伊拉克,13.699757099151611
103.247.101.102,8080,3,印度尼西亚-印度尼西亚,13.766690969467163
202.53.168.125,8080,3,孟加拉-孟加拉,13.831348896026611
78.159.82.4,8080,3,波兰-波兰,14.840544939041138
